Product Name,Price,Rating
"AG-AK330531 RGB Backlit Gaming Keyboard, 82 Keys Compact Mechanical Keyboard, Anti-ghosting Design,Full Key Unbuffered, Classic Blue Switch, Aluminum Base, Programmable Macro, Black",59.,4.7 out of 5 stars
