Product Name,Price,Rating
"Acer Nitro 5 15.6 Inch FHD Full HD IPS Display Gaming Laptop with Woov Sleeve, Intel Core i5-9300H, 16GB RAM, 512GB PCIe SSD, NVIDIA GTX 1650, Backlit Keyboard, HDMI, Windows 10",890.,4.7 out of 5 stars
