Product Name,Price,Rating
"2020 Newest Lenovo Legion Y540 15.6"" FHD Gaming Laptop, 144Hz i7-9750H (6 cores 12MB, Beat i7-8700),32GB RAM,1TB SSD, NVIDIA GTX 1660Ti 6GB GDDR6, Legion Ultimate Support w/Ghost Manta Gaming Mouse","1,499.",3.5 out of 5 stars
